T11,Intentional homicides and other crimes,,,,,
44,Bahamas,2005,"Theft at the national level, rate per 100,000 population",446.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2005,"Total Sexual Violence at the national level, rate per 100,000",135.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2010,"Intentional homicide rates per 100,000",26.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2010,"Percentage of male and female intentional homicide victims, Male",46.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2010,"Percentage of male and female intentional homicide victims, Female",7.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2010,"Assault rate per 100,000 population",863.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2010,"Kidnapping at the national level, rate per 100,000",5.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2010,"Theft at the national level, rate per 100,000 population",554.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2010,"Robbery at the national level, rate per 100,000 population",94.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2010,"Total Sexual Violence at the national level, rate per 100,000",87.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2017,"Intentional homicide rates per 100,000",32.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2017,"Percentage of male and female intentional homicide victims, Male",62.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2017,"Percentage of male and female intentional homicide victims, Female",3.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2017,"Assault rate per 100,000 population","1,009.6",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2017,"Kidnapping at the national level, rate per 100,000",2.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2017,"Theft at the national level, rate per 100,000 population",273.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2017,"Robbery at the national level, rate per 100,000 population",165.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2017,"Total Sexual Violence at the national level, rate per 100,000",84.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2018,"Assault rate per 100,000 population","1,046.3",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2018,"Kidnapping at the national level, rate per 100,000",2.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
44,Bahamas,2018,"Theft at the national level, rate per 100,000 population",215.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
48,Bahrain,2005,"Intentional homicide rates per 100,000",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
48,Bahrain,2005,"Assault rate per 100,000 population",396.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
48,Bahrain,2005,"Kidnapping at the national level, rate per 100,000",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
48,Bahrain,2005,"Theft at the national level, rate per 100,000 population","1,086.3",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
48,Bahrain,2007,"Intentional homicide rates per 100,000",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
48,Bahrain,2007,"Assault rate per 100,000 population",254.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
48,Bahrain,2007,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
48,Bahrain,2007,"Theft at the national level, rate per 100,000 population",700.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
48,Bahrain,2007,"Total Sexual Violence at the national level, rate per 100,000",14.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
48,Bahrain,2008,"Intentional homicide rates per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
48,Bahrain,2008,"Assault rate per 100,000 population",327.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
48,Bahrain,2008,"Theft at the national level, rate per 100,000 population",681.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
48,Bahrain,2008,"Total Sexual Violence at the national level, rate per 100,000",15.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
48,Bahrain,2010,"Intentional homicide rates per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
48,Bahrain,2014,"Intentional homicide rates per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
50,Bangladesh,2005,"Intentional homicide rates per 100,000",2.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
50,Bangladesh,2005,"Assault rate per 100,000 population",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
50,Bangladesh,2005,"Kidnapping at the national level, rate per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
50,Bangladesh,2005,"Theft at the national level, rate per 100,000 population",9.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
50,Bangladesh,2006,"Intentional homicide rates per 100,000",3.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
50,Bangladesh,2006,"Assault rate per 100,000 population",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
50,Bangladesh,2006,"Kidnapping at the national level, rate per 100,000",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
50,Bangladesh,2006,"Theft at the national level, rate per 100,000 population",9.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
50,Bangladesh,2010,"Intentional homicide rates per 100,000",2.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
50,Bangladesh,2018,"Intentional homicide rates per 100,000",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2005,"Intentional homicide rates per 100,000",10.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2005,"Percentage of male and female intentional homicide victims, Male",15.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2005,"Percentage of male and female intentional homicide victims, Female",6.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2005,"Assault rate per 100,000 population",626.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2005,"Kidnapping at the national level, rate per 100,000",8.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2005,"Theft at the national level, rate per 100,000 population",408.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2005,"Total Sexual Violence at the national level, rate per 100,000",69.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2010,"Intentional homicide rates per 100,000",11.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2010,"Percentage of male and female intentional homicide victims, Male",17.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2010,"Percentage of male and female intentional homicide victims, Female",5.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2010,"Assault rate per 100,000 population",535.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2010,"Kidnapping at the national level, rate per 100,000",4.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2010,"Theft at the national level, rate per 100,000 population",732.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2010,"Robbery at the national level, rate per 100,000 population",172.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2010,"Total Sexual Violence at the national level, rate per 100,000",59.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2016,"Intentional homicide rates per 100,000",7.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2016,"Percentage of male and female intentional homicide victims, Male",14.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2016,"Percentage of male and female intentional homicide victims, Female",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2016,"Assault rate per 100,000 population",545.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
52,Barbados,2016,"Kidnapping at the national level, rate per 100,000",3.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
